,0,1
0,39.02498839849791,-18.71695598179308
1,717.7917225100198,-1452.6742669698249
2,880.8669409531094,-1937.3065365242423
3,951.6892903267608,-2155.899095842255
4,266.6898751776885,-334.3149096343832
5,471.2341895365138,-785.3863896356205
6,79.62578101742544,-54.41560313142493
7,1158.1512594037904,-2816.2692053799906
8,1085.147841144461,-2579.1580372611224
9,664.9969434636869,-1302.229495260033
10,1030.8302073885586,-2405.259673607557
11,807.2321451538108,-1714.9943105716734
12,355.15934532403355,-513.5009295506286
13,1074.4265087826689,-2544.695895950502
14,499.71373734325675,-857.3729101066224
15,369.78004474688123,-545.8832377822396
16,513.8327192112004,-893.5403533871936
17,832.0907917432864,-1789.4410424929727
18,569.7609758139548,-1040.6197172852794
19,769.3698819945764,-1602.852884089067
20,1137.640360402685,-2749.2916826956616
21,904.7821334666271,-2010.6133201180453
22,638.1469182602881,-1227.1702206847783
23,442.52391674094343,-714.7093223929033
24,485.5022273351564,-821.2503955931912
25,456.92540059708045,-749.8205687942539
26,916.6130821852569,-2047.0897920727507
27,1208.2316889882522,-2980.943380603587
28,974.6909237048559,-2227.838370173565
29,1116.8556457829493,-2681.7169174436917
30,399.0391399642665,-611.9723659774654
31,340.44016755898735,-482.0388819843588
32,794.6786235724503,-1677.640910479063
33,207.9636869865783,-229.9682521885063
34,743.7346761887579,-1527.8263174637427
35,93.50201273847856,-69.41385402367463
36,997.3663983851171,-2299.2227042019285
37,428.1611114961272,-679.6406219946647
38,193.375288908244,-206.44454515176622
39,296.17879365248007,-391.33851478225904
40,651.6082663284092,-1264.7146045143172
41,1095.7806576252021,-2613.498151959833
42,940.0801747074772,-2119.7739714167164
43,868.7725620415074,-1900.4242439147724
44,325.6740123631805,-451.1964051096371
45,555.8777800353088,-1003.6770179392317
46,856.6342337739604,-1863.556427031018
47,251.9726383347401,-306.79383092852447
48,150.04538723516953,-141.02961674510496
49,164.39635643137544,-161.6994537328757
50,1218.022746599981,-3013.32042219921
51,281.4256657949618,-362.46642434405305
52,107.46840999922867,-85.409984227935
53,704.728406071504,-1415.0813845211444
54,1188.385271354388,-2915.4914144731742
55,819.707795286796,-1752.258276623199
56,1063.632094896229,-2510.041983936715
57,678.3143329243146,-1339.8911111155464
58,691.5640881990058,-1377.4731772571433
59,1198.3307546114388,-2948.2614846606407
60,597.3280035390299,-1115.0151768291457
61,1019.7615471233538,-2370.094964995288
62,413.5871634857007,-645.7627468867424
63,730.8059453504289,-1490.1977941479495
64,782.0746441021172,-1640.3090675139144
65,756.6128779431763,-1565.4218890722946
66,237.3090935668522,-280.6577324689026
67,1052.7785106839278,-2475.2844168294855
68,1168.2988923278895,-2849.50657554336
69,527.8908088158369,-930.0807151667535
70,222.59901615451332,-254.9281089558297
71,844.40209381063,-1826.5438537824082
72,963.225540201878,-2191.929326950775
73,892.8702200709462,-1974.0424395640725
74,986.0545976200322,-2263.580190595815
75,384.4189795588728,-578.6640074997662
76,1178.3859926937473,-2882.606265796739
77,1147.9337417216843,-2782.8712820316696
78,611.0060318929682,-1152.3467604311356
79,1041.8368289389975,-2440.333296130137
80,12.826656081532512,-3.478291485577531
81,310.9465883459244,-420.9562683608095
82,583.554922893921,-1077.7258269411122
83,178.84611555467586,-183.62075639221084
84,1008.600147634334,-2334.725180659949
85,928.3869847256357,-2083.509803856601
86,1106.3566316643019,-2647.679523026312
87,1127.2878902426678,-2715.5993420744617
88,121.614415589951,-102.43784621754462
89,65.97217317404782,-41.112720044361815
90,25.937826305587542,-9.842088896143458
91,1256.6370614359173,-3141.5926535897934
92,52.48081948246006,-29.177391924823144
93,624.595949280676,-1189.7025389864216
94,135.74320557845735,-120.1950148250134
95,0.0,-0.0
96,1247.0796909013848,-3109.7605540979885
97,541.9237157277181,-966.8170379381627
98,1237.4630670066606,-3077.7839331008636
99,1227.7948685972267,-3045.699722107752
