,0,1,2
0,10.0,10.0,0.0
1,10.0,10.0,10.0
2,10.0,10.0,3.7303116051055394
3,10.0,9.999993634372796,9.791681105908776
4,9.999982924842357,9.99992986840416,5.195645418794664
5,9.999981882525786,9.99997330262848,6.668363177683517
6,9.999999226572033,9.999530186776163,4.636897111891021
7,10.0,9.99722621228904,1.2886063668698924
8,9.999992553577998,9.999732734040373,0.7265017660433646
9,9.99998900099323,9.999878286208157,7.419789181611799
10,9.999980700607422,9.99976239455259,7.3325282377791
11,9.99999991894922,9.993950167690816,1.1634639115137209
12,9.999975455062264,9.999187345806519,2.467398631002621
13,10.0,9.999960278154665,7.558913080062642
14,9.999991175673998,9.999622027537441,8.75352064362508
15,9.999433194600728,9.995158871182799,4.373083275169721
16,9.984035348853354,9.999999939944079,0.4015389945502462
17,9.999961465740586,9.997386936875797,6.801188808810167
18,9.971242838180313,10.0,0.09316647707198256
19,9.999989152312981,9.999777069552673,1.6553862756837745
20,10.0,9.999991244671476,2.857570679260761
21,9.998444233194531,9.99999905867438,1.0055675345363704
22,9.999976377975871,10.0,5.5844713800083206
23,9.999992895033602,9.999916669543245,7.844034269860853
24,9.999999964839816,9.999875919603937,2.313385134707674
25,9.999993015023785,9.999997055965297,1.9946968428511975
26,9.999576968069555,9.999875924946869,6.900196807994387
27,9.9771433962291,9.99995583085042,8.54341808173195
28,9.999975549098133,9.999745015732705,7.770721610378722
29,9.999991600676678,9.999528626916032,0.2667236360501899
30,9.999995061292315,9.999538427518765,6.599629911881555
31,10.0,9.999951158388146,5.999538970480579
32,9.999000695901529,9.999937235622339,4.031302416391998
33,9.986038783991736,9.999987235057052,9.920803047502414
34,9.985483995475558,9.997277410141931,4.904073495122886
35,9.9999830319702,9.999938759889103,7.016753592077219
36,9.999999977804746,9.999993227871085,2.1953398851555788
37,10.0,9.999876248975951,1.4520457577710093
38,9.999995625052883,9.999999818910336,5.832007564708119
39,9.999998752100417,9.999991038993418,8.140435493691749
40,9.99844645788015,9.999837645820866,4.803752262523393
41,9.999484591054932,10.0,6.126752702541379
42,9.977728024463634,9.999993167235269,8.629096065995014
43,9.999965612502209,9.999965692662009,5.30134098223081
44,10.0,9.999930095872331,7.659016648913264
45,9.999999321836897,9.999970493425407,1.778353020644236
46,9.99946700041623,9.991093814542745,7.9504821578139815
47,9.999999928100113,9.845381776049736,9.911154090030008
48,9.999873528970824,9.999886910625422,2.6509346135949614
49,9.99695065077472,9.949579999817242,8.084646480505647
50,9.999838157407742,10.0,3.944959550518898
51,10.0,9.999998989184789,9.283517416747136
52,10.0,9.999967588423848,8.853558834300728
53,9.999690581535319,9.99913042367558,6.3909822750259675
54,9.969038042918946,9.997385463895755,6.790404780708731
55,9.999992468879725,9.999516894517635,0.4733504853499664
56,10.0,9.99952912749187,2.9425089701639506
57,10.0,10.0,5.419031418371913
58,9.999989121567673,9.999999793456075,3.3272490532215615
59,9.999989048007134,9.99952080459554,7.258091072655925
60,10.0,10.0,3.631751074855697
61,9.999492673467545,9.994979308624874,5.504423916223649
62,9.866349793716882,10.0,9.26821110631726
63,10.0,9.999999222062351,4.202741075287596
64,9.99999253571832,9.999942390516111,0.16101921007619735
65,10.0,9.999907466478707,2.751559951373585
66,9.999495705749338,9.994777828525752,1.5376802596964891
67,9.999999319955736,9.999979551309655,4.728268900473196
68,10.0,9.999967555998802,8.830882075653662
69,10.0,9.999936537119497,7.819014706874528
70,9.999999320205111,9.999999957626066,5.016396762306479
71,9.999992598017565,9.99969734196137,7.108989094098485
72,9.999989436441075,9.999615032816472,2.4149573713019734
73,9.999995038926773,9.999999632520261,0.9433595889570703
74,9.996787417806178,9.999999990670302,3.778474543946429
75,9.999996714779487,9.999525320736415,2.953059835956497
76,10.0,10.0,8.326571286039911
77,9.999997584284179,9.999621070714191,3.399832276808194
78,9.996929710926963,9.994389610810106,8.2191384206826
79,10.0,9.999999923432284,8.317217355981894
80,9.977338431856825,9.999993243802983,6.189208045609919
81,9.999961363402543,9.997395864577907,5.932192071980147
82,10.0,9.999731110310684,4.323966279384255
83,9.998438285657741,9.999839269550556,0.8412699544669846
84,10.0,9.999998815681943,9.390325062805763
85,9.885595803341284,9.99993978179106,9.079916630567618
86,9.999613515425445,9.990611808266667,5.092523575032969
87,10.0,9.999777473434555,5.68620520854778
88,9.999542403677848,9.999886837322093,4.128876734416944
89,9.999982992625615,10.0,1.3759753856432955
90,9.99957761281181,9.999999765940398,1.9064430251999214
91,9.999982886897566,9.999763992892209,6.510985410539094
92,10.0,9.999999899022622,6.254046078973936
93,9.977560807959318,9.999999955398573,3.1445213734762816
94,9.999997989902832,9.999997196333135,0.563142803706103
95,9.999999999889948,9.99984495909412,9.668645723180461
96,9.999999986264024,9.98513692595415,2.545924500046348
97,9.984805693841523,9.999999282546725,9.559253683056006
98,9.93608710976482,9.999999712239426,9.27477974017227
99,10.0,9.999142813330861,6.508960788174009
