,Label,F1,F2,R1,R2,H
0,0.0,875.4287045419336,597.9881321330477,6.4147760809898795,8.995212153137444,4.829231203365447
1,0.0,400.7807010862656,340.7169290513419,4.179206639876897,7.06751998206089,4.3191276302908275
2,0.0,7.175798282993851,42.972428915670875,1.0267568825401785,5.214118326542985,0.4266500922592342
3,0.0,813.5421377633196,643.4830460102044,7.134149819704982,9.959168732024768,3.644725822948823
4,0.0,54.96188274848511,193.6681456960932,4.848335763295414,0.3886550619020501,9.28441857269501
5,0.0,1713.9323181290404,836.951752974315,8.605327938288955,7.639325166753084,8.298916095725737
6,0.0,679.4099730980423,463.9629091970635,6.717182925129999,5.827763868613043,5.524499301682207
7,0.0,4.326207724723705,159.6159563457534,2.5060637719804655,9.987153879594652,0.05502038639305873
8,0.0,758.8841003444561,631.3058225833838,7.344201898879005,9.732676830204731,3.3794705844940456
9,0.0,345.3246228696085,343.8219696968034,9.059832551061138,2.0624882252207923,5.88255538473982
10,0.0,76.94989179222092,103.68379456569787,1.8605342748111564,3.14578228020725,4.184964747033555
11,0.0,1380.545413062985,724.7327000791036,8.464448928134752,6.601042937975988,7.864834315221662
12,0.0,44.27477317202363,115.22653409273529,2.8446848807944947,5.059508523748452,0.9791832499477127
13,0.0,404.65732159150247,352.50571389631904,3.5056311279331585,8.223750290064896,4.467878956212358
14,0.0,313.02004727239324,263.7935743442513,3.6481276875423942,2.7431714823273055,9.956330215302254
15,0.0,90.29558641439009,146.38601660256006,1.0744605152713471,4.911416126227324,5.44652445265557
16,0.0,1023.9772787830266,591.8501435419632,5.39176744448703,7.994700894787387,7.561484654754426
17,0.0,203.2064588693097,211.69615665455754,2.143869097584644,5.435612755549306,5.550611890827712
18,0.0,384.99547496819554,298.02770340267716,4.336167004509886,4.619310582597494,6.118184770689805
19,0.0,193.03399363881755,365.8174929494042,8.890202522879267,5.520330497900698,1.2520082459047355
20,0.0,182.78001316451048,222.690848022634,1.4887153573591805,5.855809315851474,6.673908326189358
21,0.0,381.4784186061054,329.2506054852219,2.474254706308485,6.967563323842906,7.043601406115908
22,0.0,3.465955054065551,261.0703032638162,8.683786441295005,0.016895887911407836,7.519395008253565
23,0.0,660.4754313744629,434.652072648242,6.588063633378447,4.29786305083962,7.42499963038145
24,0.0,443.0218814445451,367.28106765654235,6.269658986586551,2.3156380629483464,9.713163632098492
25,0.0,339.08375681227295,295.567075226494,2.5774305286176666,6.291827031608481,6.655694360783136
26,0.0,862.2231570971962,624.2120397121379,7.508883465246894,8.686921007769724,4.207543099472337
27,0.0,64.78384259024928,305.3499519613843,6.643642251673253,6.854926825656476,0.45280140930894275
28,0.0,312.0043931200282,355.8827571824102,9.1487944394421,4.261631175975728,2.5472472718877013
29,0.0,377.18728978865056,326.3743015400995,2.240609139465973,5.7612073376507045,9.300955548160134
30,0.0,1443.0697019780418,744.2445512613117,6.625240485832592,8.55766179625358,8.101784176433872
